State Name,State Code,City Code,City Name,County Code,County Name
ALABAMA,01,0070,ALICEVILLE,107,PICKENS
HAWAII,15,9998,OAHU ISLAND,003,HONOLULU
HAWAII,15,9997,NIIHAU ISLAND,007,KAUAI
HAWAII,15,9996,MOLOKAI ISLAND,009,MAUI
HAWAII,15,9995,MAUI ISLAND,009,MAUI
HAWAII,15,9994,LANAI ISLAND,009,MAUI
HAWAII,15,9993,KAUAI ISLAND,007,KAUAI
HAWAII,15,9992,KAHOOLAWE ISLAND,009,MAUI
HAWAII,15,9991,HAWAII ISLAND,001,HAWAII
MAINE,23,9950,YORK HARBOR,031,YORK
MAINE,23,9900,YORK BEACH,031,YORK
MAINE,23,9800,YORK VILLAGE,031,YORK
HAWAII,15,9700,WHEELER AIR FORCE BASE (HISTORICAL),003,HONOLULU
MAINE,23,9700,YARMOUTH,005,CUMBERLAND
PENNSYLVANIA,42,9690,ZULLINGER,055,FRANKLIN
PENNSYLVANIA,42,9674,ZIONSVILLE,077,LEHIGH
PENNSYLVANIA,42,9673,ZIONHILL,017,BUCKS
PENNSYLVANIA,42,9672,ZION GROVE,107,SCHUYLKILL
PENNSYLVANIA,42,9671,ZIEGLERVILLE,091,MONTGOMERY
PENNSYLVANIA,42,9670,ZELIENOPLE,019,BUTLER
PENNSYLVANIA,42,9669,ZERBE,107,SCHUYLKILL
PENNSYLVANIA,42,9660,YUKON,129,WESTMORELAND
ILLINOIS,17,9650,ZION,097,LAKE
PENNSYLVANIA,42,9650,YOUNGWOOD,129,WESTMORELAND
ILLINOIS,17,9640,ZEIGLER,055,FRANKLIN
PENNSYLVANIA,42,9640,YOUNGSVILLE,123,WARREN
ILLINOIS,17,9630,YORKVILLE,093,KENDALL
PENNSYLVANIA,42,9630,YOUNGSTOWN,129,WESTMORELAND
PENNSYLVANIA,42,9624,YORK SPRINGS,001,ADAMS
PENNSYLVANIA,42,9622,NEW SALEM,133,YORK
ILLINOIS,17,9620,YATES CITY,095,KNOX
PENNSYLVANIA,42,9620,YORK HAVEN,133,YORK
ILLINOIS,17,9616,YALE,079,JASPER
HAWAII,15,9610,WESTLOCK,003,HONOLULU
ILLINOIS,17,9610,XENIA,025,CLAY
PENNSYLVANIA,42,9610,YORK,133,YORK
HAWAII,15,9605,WAIPI‘O ACRES,003,HONOLULU
MAINE,23,9605,WYTOPITLOCK,003,AROOSTOOK
HAWAII,15,9600,WAIPAHU,003,HONOLULU
ILLINOIS,17,9600,WYOMING,175,STARK
MAINE,23,9600,WOOLWICH,023,SAGADAHOC
PENNSYLVANIA,42,9600,YOE,133,YORK
PENNSYLVANIA,42,9597,YERKES,091,MONTGOMERY
PENNSYLVANIA,42,9595,YELLOW HOUSE,011,BERKS
ILLINOIS,17,9590,WYANET,011,BUREAU
PENNSYLVANIA,42,9590,YEAGERTOWN,087,MIFFLIN
ILLINOIS,17,9585,WRIGHTS,061,GREENE
ILLINOIS,17,9580,WORTH,031,COOK
PENNSYLVANIA,42,9580,YEADON,045,DELAWARE
ILLINOIS,17,9570,WORDEN,119,MADISON
PENNSYLVANIA,42,9570,YATESVILLE,079,LUZERNE
ILLINOIS,17,9565,WOOSUNG,141,OGLE
ILLINOIS,17,9560,WOODSTOCK,111,MCHENRY
PENNSYLVANIA,42,9560,YATESBORO,005,ARMSTRONG
ILLINOIS,17,9555,WOODSON,137,MORGAN
ILLINOIS,17,9550,WOOD RIVER,119,MADISON
MAINE,23,9550,NORTH WOODSTOCK,017,OXFORD
PENNSYLVANIA,42,9550,YARDLEY,017,BUCKS
PENNSYLVANIA,42,9547,WYSOX,015,BRADFORD
ILLINOIS,17,9545,WOODRIDGE,043,DUPAGE
ILLINOIS,17,9540,WOODLAWN,081,JEFFERSON
PENNSYLVANIA,42,9540,WYOMISSING HILLS,011,BERKS
ILLINOIS,17,9530,WOODLAND,075,IROQUOIS
PENNSYLVANIA,42,9530,WYOMISSING,011,BERKS
ILLINOIS,17,9520,WOODHULL,073,HENRY
PENNSYLVANIA,42,9520,WYOMING,079,LUZERNE
PENNSYLVANIA,42,9517,WYNNEWOOD,091,MONTGOMERY
PENNSYLVANIA,42,9515,WYNDMOOR,091,MONTGOMERY
PENNSYLVANIA,42,9513,WYNCOTE,091,MONTGOMERY
PENNSYLVANIA,42,9512,WYANO,129,WESTMORELAND
PENNSYLVANIA,42,9511,WYCOMBE,017,BUCKS
ILLINOIS,17,9510,WOOD DALE,043,DUPAGE
PENNSYLVANIA,42,9510,WYALUSING,015,BRADFORD
PENNSYLVANIA,42,9503,WRIGHTSTOWN,017,BUCKS
HAWAII,15,9500,WAIMEA,007,KAUAI
ILLINOIS,17,9500,WONDER LAKE,111,MCHENRY
MAINE,23,9500,WOODLAND CENTER,003,AROOSTOOK
MAINE,23,9500,WOODLAND JUNCTION,029,WASHINGTON
PENNSYLVANIA,42,9500,WRIGHTSVILLE,133,YORK
ILLINOIS,17,9498,WOLF LAKE,181,UNION
PENNSYLVANIA,42,9495,WOXALL,091,MONTGOMERY
ILLINOIS,17,9490,WITT,135,MONTGOMERY
PENNSYLVANIA,42,9490,WORTHINGTON,005,ARMSTRONG
ILLINOIS,17,9480,WINTHROP HARBOR,097,LAKE
PENNSYLVANIA,42,9480,WORMLEYSBURG,041,CUMBERLAND
PENNSYLVANIA,42,9478,WORCESTER,091,MONTGOMERY
PENNSYLVANIA,42,9475,WOOLRICH,035,CLINTON
PENNSYLVANIA,42,9472,WOODWARD,027,CENTRE
ILLINOIS,17,9470,WINSLOW,177,STEPHENSON
PENNSYLVANIA,42,9470,WOODSIDE,017,BUCKS
PENNSYLVANIA,42,9465,WOODLYN,045,DELAWARE
PENNSYLVANIA,42,9464,WOODLAND,033,CLEARFIELD
PENNSYLVANIA,42,9463,WOODBINE,133,YORK
PENNSYLVANIA,42,9461,WOODBURY,009,BEDFORD
PENNSYLVANIA,42,9461,WOODBURY,133,YORK
ILLINOIS,17,9460,WINNETKA,031,COOK
PENNSYLVANIA,42,9460,WOMELSDORF,011,BERKS
PENNSYLVANIA,42,9459,WOOD,009,BEDFORD
PENNSYLVANIA,42,9459,WOOD,057,FULTON
PENNSYLVANIA,42,9459,WOOD,061,HUNTINGDON
PENNSYLVANIA,42,9453,WITMER,071,LANCASTER
ILLINOIS,17,9450,WINNEBAGO,201,WINNEBAGO
PENNSYLVANIA,42,9449,WINTERSTOWN,133,YORK
ILLINOIS,17,9444,WINKLE,145,PERRY
PENNSYLVANIA,42,9444,WINGATE,027,CENTRE
PENNSYLVANIA,42,9442,WINFIELD,119,UNION
ILLINOIS,17,9440,WINFIELD,043,DUPAGE
PENNSYLVANIA,42,9440,WINDSOR,133,YORK
PENNSYLVANIA,42,9435,WIND RIDGE,059,GREENE
ILLINOIS,17,9430,WINDSOR,173,SHELBY
PENNSYLVANIA,42,9430,WIND GAP,095,NORTHAMPTON
PENNSYLVANIA,42,9420,WINDBER,111,SOMERSET
PENNSYLVANIA,42,9415,WINBURNE,033,CLEARFIELD
ILLINOIS,17,9410,WINCHESTER,171,SCOTT
PENNSYLVANIA,42,9409,WILSON,095,NORTHAMPTON
PENNSYLVANIA,42,9407,WILPEN,129,WESTMORELAND
PENNSYLVANIA,42,9405,WILMORE,021,CAMBRIA
HAWAII,15,9400,WAIMANALO,003,HONOLULU
ILLINOIS,17,9400,WILSONVILLE,117,MACOUPIN
MAINE,23,9400,WISCASSET,015,LINCOLN
PENNSYLVANIA,42,9400,WILMERDING,003,ALLEGHENY
PENNSYLVANIA,42,9397,WILLOW STREET,071,LANCASTER
PENNSYLVANIA,42,9396,WILLOW HILL,055,FRANKLIN
PENNSYLVANIA,42,9395,WILLOW GROVE,091,MONTGOMERY
ILLINOIS,17,9390,WILMINGTON,197,WILL
PENNSYLVANIA,42,9390,WILLIAMSTOWN,043,DAUPHIN
ILLINOIS,17,9380,WILMETTE,031,COOK
PENNSYLVANIA,42,9380,WILLIAMSPORT,081,LYCOMING
PENNSYLVANIA,42,9375,WILLIAMSON,055,FRANKLIN
ILLINOIS,17,9370,WILLOW SPRINGS,031,COOK
PENNSYLVANIA,42,9370,WILLIAMSBURG,013,BLAIR
PENNSYLVANIA,42,9369,WILLIAMS,065,JEFFERSON
ILLINOIS,17,9360,WILLOW HILL,079,JASPER
ILLINOIS,17,9355,WILLOWBROOK,043,DUPAGE
PENNSYLVANIA,42,9355,WILKINS TOWNSHIP,003,ALLEGHENY
PENNSYLVANIA,42,9353,WILKES BARRE TOWNSHIP,079,LUZERNE
ILLINOIS,17,9350,WILLISVILLE,145,PERRY
PENNSYLVANIA,42,9350,WILKINSBURG,003,ALLEGHENY
ILLINOIS,17,9340,WILLIAMSVILLE,167,SANGAMON
IOWA,19,9340,ZWINGLE,061,DUBUQUE
IOWA,19,9340,ZWINGLE,097,JACKSON
PENNSYLVANIA,42,9340,WILKES-BARRE,079,LUZERNE
PENNSYLVANIA,42,9337,WILDWOOD,003,ALLEGHENY
PENNSYLVANIA,42,9335,WILCOX,047,ELK
PENNSYLVANIA,42,9333,WILBURTON NUMBER ONE,037,COLUMBIA
PENNSYLVANIA,42,9332,WICKHAVEN,051,FAYETTE
PENNSYLVANIA,42,9331,WIDNOON,005,ARMSTRONG
ILLINOIS,17,9330,WILLIAMSON,119,MADISON
IOWA,19,9330,ZEARING,169,STORY
PENNSYLVANIA,42,9330,WICONISCO,043,DAUPHIN
PENNSYLVANIA,42,9325,WHITSETT,051,FAYETTE
PENNSYLVANIA,42,9323,WHITNEY,129,WESTMORELAND
ILLINOIS,17,9320,WILLIAMSFIELD,095,KNOX
IOWA,19,9320,YORKTOWN,145,PAGE
PENNSYLVANIA,42,9320,WHITE OAK,003,ALLEGHENY
ILLINOIS,17,9319,WILDWOOD,097,LAKE
PENNSYLVANIA,42,9318,WHITEMARSH,091,MONTGOMERY
PENNSYLVANIA,42,9317,WHITE MILLS,127,WAYNE
ILLINOIS,17,9316,WHITTINGTON,055,FRANKLIN
ILLINOIS,17,9315,WHITE HEATH,147,PIATT
PENNSYLVANIA,42,9315,WHITE HAVEN,079,LUZERNE
PENNSYLVANIA,42,9314,WHITE DEER,119,UNION
ILLINOIS,17,9310,WHITE HALL,061,GREENE
IOWA,19,9310,YETTER,025,CALHOUN
PENNSYLVANIA,42,9310,CEMENTON,077,LEHIGH
PENNSYLVANIA,42,9310,WHITEHALL,001,ADAMS
PENNSYLVANIA,42,9310,WHITEHALL,003,ALLEGHENY
ILLINOIS,17,9309,WHITEHALL,031,COOK
ILLINOIS,17,9307,WHITE CITY,117,MACOUPIN
ILLINOIS,17,9305,WHITE ASH,199,WILLIAMSON
IOWA,19,9304,YARMOUTH,057,DES MOINES
HAWAII,15,9300,WAILUKU HAWAIIAN HOME LAND (HISTORICAL),009,MAUI
ILLINOIS,17,9300,WHEELING,031,COOK
IOWA,19,9300,YALE,077,GUTHRIE
MAINE,23,9300,WINTHROP,011,KENNEBEC
ILLINOIS,17,9295,WHEELER,079,JASPER
PENNSYLVANIA,42,9295,WHITE,051,FAYETTE
PENNSYLVANIA,42,9295,WHITE,063,INDIANA
ILLINOIS,17,9290,WHEATON,043,DUPAGE
IOWA,19,9290,WYOMING,105,JONES
PENNSYLVANIA,42,9290,WHITAKER,003,ALLEGHENY
ILLINOIS,17,9283,WETAUG,153,PULASKI
ILLINOIS,17,9281,WEST YORK,033,CRAWFORD
ILLINOIS,17,9280,WESTVILLE,183,VERMILION
IOWA,19,9280,WORTHINGTON,061,DUBUQUE
PENNSYLVANIA,42,9280,WHEATLAND,085,MERCER
ILLINOIS,17,9279,WEST UNION,023,CLARK
PENNSYLVANIA,42,9277,WEXFORD,003,ALLEGHENY
HAWAII,15,9275,WAILUA HAWAIIAN HOME LAND,007,KAUAI
IOWA,19,9270,WOOLSTOCK,197,WRIGHT
OHIO,39,9270,ZOARVILLE,157,TUSCARAWAS
PENNSYLVANIA,42,9270,WEST YORK,133,YORK
OHIO,39,9265,ZIMMERMAN,057,GREENE
HAWAII,15,9260,WAIKOLOA VILLAGE,001,HAWAII
ILLINOIS,17,9260,WEST SALEM,047,EDWARDS
IOWA,19,9260,WOODWARD,049,DALLAS
MAINE,23,9260,WINTERVILLE,003,AROOSTOOK
OHIO,39,9260,ZANESVILLE,119,MUSKINGUM
PENNSYLVANIA,42,9260,WEST WYOMING,079,LUZERNE
HAWAII,15,9255,WAIKAPU,009,MAUI
ILLINOIS,17,9252,WESTON,113,MCLEAN
PENNSYLVANIA,42,9252,WEST WINFIELD,019,BUTLER
ILLINOIS,17,9251,WEST POINT,067,HANCOCK
PENNSYLVANIA,42,9251,WEST WILLOW,071,LANCASTER
HAWAII,15,9250,WAIHE‘E,009,MAUI
ILLINOIS,17,9250,WESTMONT,043,DUPAGE
IOWA,19,9250,WOODBURN,039,CLARKE
OHIO,39,9250,ZANESFIELD,091,LOGAN
ILLINOIS,17,9240,WEST LIBERTY,079,JASPER
IOWA,19,9240,WOODBINE,085,HARRISON
OHIO,39,9240,ZALESKI,163,VINTON
PENNSYLVANIA,42,9240,WEST VIEW,003,ALLEGHENY
ILLINOIS,17,9238,WESTHAVEN,031,COOK
PENNSYLVANIA,42,9238,WESTVILLE,065,JEFFERSON
PENNSYLVANIA,42,9236,WESTTOWN,029,CHESTER
PENNSYLVANIA,42,9235,WEST SUNBURY,019,BUTLER
PENNSYLVANIA,42,9233,WEST SPRINGFIELD,049,ERIE
PENNSYLVANIA,42,9232,WEST SALISBURY,111,SOMERSET
ILLINOIS,17,9230,WEST FRANKFORT,055,FRANKLIN
IOWA,19,9230,WODEN,081,HANCOCK
OHIO,39,9230,YOUNGSTOWN,099,MAHONING
OHIO,39,9230,YOUNGSTOWN,155,TRUMBULL
PENNSYLVANIA,42,9230,WEST READING,011,BERKS
PENNSYLVANIA,42,9226,WESTPORT,035,CLINTON
PENNSYLVANIA,42,9225,WEST POINT,091,MONTGOMERY
HAWAII,15,9222,WAI‘EHU HAWAIIAN HOME LAND,009,MAUI
ILLINOIS,17,9220,WESTFIELD,023,CLARK
IOWA,19,9220,WIOTA,029,CASS
MAINE,23,9220,WINTERPORT,027,WALDO
OHIO,39,9220,YORKVILLE,013,BELMONT
OHIO,39,9220,YORKVILLE,081,JEFFERSON
PENNSYLVANIA,42,9220,WEST PITTSTON,079,LUZERNE
PENNSYLVANIA,42,9215,WEST PITTSBURG,073,LAWRENCE
ILLINOIS,17,9212,WESTERVELT,173,SHELBY
ILLINOIS,17,9210,WESTERN SPRINGS,031,COOK
IOWA,19,9210,WINTHROP,019,BUCHANAN
OHIO,39,9210,YORKSHIRE,037,DARKE
PENNSYLVANIA,42,9210,WESTOVER,033,CLEARFIELD
PENNSYLVANIA,42,9208,WESTON,079,LUZERNE
PENNSYLVANIA,42,9205,WEST NORRITON,091,MONTGOMERY
ILLINOIS,17,9201,WEST END,165,SALINE
HAWAII,15,9200,WAI‘ANAE,003,HONOLULU
IOWA,19,9200,WINTERSET,121,MADISON
MAINE,23,9200,WINTER HARBOR,009,HANCOCK
OHIO,39,9200,YELLOW SPRINGS,057,GREENE
PENNSYLVANIA,42,9200,WEST NEWTON,129,WESTMORELAND
ILLINOIS,17,9195,WEST DUNDEE,089,KANE
PENNSYLVANIA,42,9192,WEST NANTICOKE,079,LUZERNE
ILLINOIS,17,9190,WEST CITY,055,FRANKLIN
IOWA,19,9190,WINFIELD,087,HENRY
OHIO,39,9190,YANKEE LAKE,155,TRUMBULL
PENNSYLVANIA,42,9190,WESTMORELAND CITY,129,WESTMORELAND
PENNSYLVANIA,42,9182,WEST MONTEREY,031,CLARION
ILLINOIS,17,9180,WEST CHICAGO,043,DUPAGE
IOWA,19,9180,WINDSOR HEIGHTS,153,POLK
OHIO,39,9180,XENIA,057,GREENE
PENNSYLVANIA,42,9180,WESTMONT,021,CAMBRIA
PENNSYLVANIA,42,9175,WEST MILTON,119,UNION
ILLINOIS,17,9170,WESTCHESTER,031,COOK
IOWA,19,9170,WILTON,139,MUSCATINE
OHIO,39,9170,WYOMING,061,HAMILTON
PENNSYLVANIA,42,9170,WEST MIFFLIN,003,ALLEGHENY
ILLINOIS,17,9168,WEST BROOKLYN,103,LEE
OHIO,39,9165,WRIGHT-PATTERSON AIR FORCE BASE,057,GREENE
OHIO,39,9165,WRIGHT-PATTERSON AIR FORCE BASE,113,MONTGOMERY
PENNSYLVANIA,42,9161,WEST MIDDLETOWN,125,WASHINGTON
ILLINOIS,17,9160,WENONA,099,LASALLE
ILLINOIS,17,9160,WENONA,123,MARSHALL
OHIO,39,9160,WREN,161,VAN WERT
PENNSYLVANIA,42,9160,WEST MIDDLESEX,085,MERCER
IOWA,19,9152,WILLIAMSON,117,LUCAS
MAINE,23,9151,WINSLOWS MILLS,015,LINCOLN
ILLINOIS,17,9150,WELLINGTON,075,IROQUOIS
IOWA,19,9150,WILLIAMSBURG,095,IOWA
MAINE,23,9150,WINSLOW,011,KENNEBEC
OHIO,39,9150,WORTHINGTON,049,FRANKLIN
PENNSYLVANIA,42,9150,WEST MAYFIELD,007,BEAVER
ILLINOIS,17,9145,WELGE,157,RANDOLPH
PENNSYLVANIA,42,9145,WESTLINE,083,MCKEAN
PENNSYLVANIA,42,9143,WEST LEISENRING,051,FAYETTE
ILLINOIS,17,9140,WELDON,039,DE WITT
IOWA,19,9140,WILLIAMS,079,HAMILTON
OHIO,39,9140,WOOSTER,169,WAYNE
ILLINOIS,17,9135,WEDRON,099,LASALLE
MAINE,23,9135,WINN,019,PENOBSCOT
ILLINOIS,17,9130,WAYNESVILLE,039,DE WITT
IOWA,19,9130,WILLEY,027,CARROLL
MAINE,23,9130,WINDSOR,011,KENNEBEC
OHIO,39,9130,WOODVILLE,143,SANDUSKY
PENNSYLVANIA,42,9130,WEST LEECHBURG,129,WESTMORELAND
ILLINOIS,17,9120,WAYNE CITY,191,WAYNE
IOWA,19,9120,WHITTEN,083,HARDIN
MAINE,23,9120,WINDHAM HILL,005,CUMBERLAND
OHIO,39,9120,WOODSTOCK,021,CHAMPAIGN
PENNSYLVANIA,42,9120,WEST LEBANON,063,INDIANA
MAINE,23,9119,WINDHAM CENTER,005,CUMBERLAND
ILLINOIS,17,9115,WAYNE,043,DUPAGE
ILLINOIS,17,9115,WAYNE,089,KANE
ILLINOIS,17,9110,WAVERLY,137,MORGAN
IOWA,19,9110,WHITTEMORE,109,KOSSUTH
OHIO,39,9110,WOODSFIELD,111,MONROE
PENNSYLVANIA,42,9110,WEST LAWN,011,BERKS
PENNSYLVANIA,42,9105,WESTLAND,125,WASHINGTON
HAWAII,15,9100,WAIALUA,003,HONOLULU
ILLINOIS,17,9100,WAUKEGAN,097,LAKE
IOWA,19,9100,WHITING,133,MONONA
MAINE,23,9100,WILTON,007,FRANKLIN
OHIO,39,9100,WOODMERE,035,CUYAHOGA
PENNSYLVANIA,42,9100,WEST KITTANNING,005,ARMSTRONG
MAINE,23,9098,WILSONS MILLS,017,OXFORD
MAINE,23,9095,WHITNEYVILLE,029,WASHINGTON
MAINE,23,9094,WHITING,029,WASHINGTON
MAINE,23,9092,WHITEFIELD,015,LINCOLN
ILLINOIS,17,9090,WAUCONDA,097,LAKE
IOWA,19,9090,WHEATLAND,045,CLINTON
OHIO,39,9090,WOODLAWN,061,HAMILTON
PENNSYLVANIA,42,9090,WEST HOMESTEAD,003,ALLEGHENY
PENNSYLVANIA,42,9085,WEST HICKORY,053,FOREST
OHIO,39,9084,WOLF RUN,081,JEFFERSON
MAINE,23,9083,WEST SULLIVAN,009,HANCOCK
ILLINOIS,17,9082,WATSON,049,EFFINGHAM
ILLINOIS,17,9080,WATSEKA,075,IROQUOIS
IOWA,19,9080,WHAT CHEER,107,KEOKUK
MAINE,23,9080,WEST SOUTHPORT,015,LINCOLN
OHIO,39,9080,WINTERSVILLE,081,JEFFERSON
PENNSYLVANIA,42,9080,WEST HAZLETON,079,LUZERNE
MAINE,23,9078,WEST SUMNER,017,OXFORD
MAINE,23,9077,WEST ROCKPORT,013,KNOX
OHIO,39,9077,WINONA,029,COLUMBIANA
MAINE,23,9076,WEST PERU,017,OXFORD
OHIO,39,9076,WINGETT RUN,167,WASHINGTON
MAINE,23,9075,WEST POLAND,001,ANDROSCOGGIN
OHIO,39,9075,WINDSOR,007,ASHTABULA
IOWA,19,9074,WEVER,111,LEE
IOWA,19,9072,WESTWOOD,087,HENRY
OHIO,39,9072,WINESBURG,075,HOLMES
ILLINOIS,17,9070,WATERMAN,037,DEKALB
IOWA,19,9070,WEST UNION,065,FAYETTE
MAINE,23,9070,WEST PARIS,017,OXFORD
OHIO,39,9070,WINDHAM,133,PORTAGE
PENNSYLVANIA,42,9070,WEST GROVE,029,CHESTER
PENNSYLVANIA,42,9065,WESTFORD,039,CRAWFORD
PENNSYLVANIA,42,9063,WEST FINLEY,125,WASHINGTON
ILLINOIS,17,9060,WATERLOO,133,MONROE
IOWA,19,9060,WESTSIDE,047,CRAWFORD
OHIO,39,9060,WINCHESTER,001,ADAMS
PENNSYLVANIA,42,9060,WESTFIELD,117,TIOGA
MAINE,23,9058,WESTON,003,AROOSTOOK
MAINE,23,9057,WEST NEWFIELD,031,YORK
MAINE,23,9055,WEST MINOT,001,ANDROSCOGGIN
OHIO,39,9055,WILSON,013,BELMONT
OHIO,39,9055,WILSON,111,MONROE
ILLINOIS,17,9050,WATAGA,095,KNOX
IOWA,19,9050,WEST POINT,111,LEE
MAINE,23,9050,WEST MILLS,007,FRANKLIN
OHIO,39,9050,WILMOT,151,STARK
PENNSYLVANIA,42,9050,WEST FAIRVIEW,041,CUMBERLAND
MAINE,23,9047,WEST LEBANON,031,YORK
MAINE,23,9045,WEST KENNEBUNK,031,YORK
ILLINOIS,17,9044,WASSON,165,SALINE
ILLINOIS,17,9040,WASHINGTON PARK,163,ST. CLAIR
IOWA,19,9040,WESTPHALIA,165,SHELBY
OHIO,39,9040,WILMINGTON,027,CLINTON
PENNSYLVANIA,42,9040,WEST ELIZABETH,003,ALLEGHENY
MAINE,23,9034,FRENCHS CORNER,011,KENNEBEC
MAINE,23,9031,THE FORKS,025,SOMERSET
ILLINOIS,17,9030,WASHINGTON,179,TAZEWELL
IOWA,19,9030,WEST OKOBOJI,059,DICKINSON
MAINE,23,9030,WEST FORKS,025,SOMERSET
OHIO,39,9030,WILLSHIRE,161,VAN WERT
PENNSYLVANIA,42,9030,WEST EASTON,095,NORTHAMPTON
MAINE,23,9027,WESTFIELD,003,AROOSTOOK
MAINE,23,9025,WEST FARMINGTON,007,FRANKLIN
OHIO,39,9025,WILLOW WOOD,087,LAWRENCE
PENNSYLVANIA,42,9025,WEST DECATUR,033,CLEARFIELD
ILLINOIS,17,9020,WASHBURN,123,MARSHALL
ILLINOIS,17,9020,WASHBURN,203,WOODFORD
IOWA,19,9020,WEST MITCHELL,131,MITCHELL
OHIO,39,9020,WILLOWICK,085,LAKE
PENNSYLVANIA,42,9020,WEST CONSHOHOCKEN,091,MONTGOMERY
ILLINOIS,17,9019,WASCO,089,KANE
MAINE,23,9019,WEST ENFIELD,019,PENOBSCOT
MAINE,23,9016,BUXTON CENTER,031,YORK
MAINE,23,9015,WEST BUXTON,031,YORK
OHIO,39,9011,WILLOUGHBY HILLS,085,LAKE
ILLINOIS,17,9010,WARSAW,067,HANCOCK
IOWA,19,9010,WEST LIBERTY,139,MUSCATINE
OHIO,39,9010,WILLOUGHBY,085,LAKE
PENNSYLVANIA,42,9010,WEST CHESTER,029,CHESTER
OHIO,39,9005,WILLISTON,123,OTTAWA
OHIO,39,9003,WILLIAMSTOWN,063,HANCOCK
HAWAII,15,9000,WAIAKOA,009,MAUI
ILLINOIS,17,9000,WARRENVILLE,043,DUPAGE
IOWA,19,9000,WESTGATE,065,FAYETTE
MAINE,23,9000,WESTBROOK,005,CUMBERLAND
OHIO,39,9000,WILLIAMSPORT,129,PICKAWAY
PENNSYLVANIA,42,9000,BLAINSBURG,125,WASHINGTON
MAINE,23,8992,WEST BOWDOIN,023,SAGADAHOC
OHIO,39,8992,WEST WILLIAMSFIELD,007,ASHTABULA
ILLINOIS,17,8990,WARRENSBURG,115,MACON
IOWA,19,8990,WESTFIELD,149,PLYMOUTH
MAINE,23,8990,WEST BOOTHBAY HARBOR,015,LINCOLN
OHIO,39,8990,WILLIAMSBURG,025,CLERMONT
PENNSYLVANIA,42,8990,WEST ALEXANDER,125,WASHINGTON
MAINE,23,8982,WEST BETHEL,017,OXFORD
MAINE,23,8981,WEST BATH,023,SAGADAHOC
ILLINOIS,17,8980,WARREN,085,JO DAVIESS
IOWA,19,8980,WEST DES MOINES,153,POLK
MAINE,23,8980,WEST BALDWIN,005,CUMBERLAND
OHIO,39,8980,WILLARD,077,HURON
PENNSYLVANIA,42,8980,WESLEYVILLE,049,ERIE
PENNSYLVANIA,42,8975,WESCOSVILLE,077,LEHIGH
ILLINOIS,17,8973,WARE,181,UNION
ILLINOIS,17,8970,WAPELLA,039,DE WITT
IOWA,19,8970,WEST CHESTER,183,WASHINGTON
MAINE,23,8970,WEST ATHENS,025,SOMERSET
OHIO,39,8970,WILKESVILLE,163,VINTON
PENNSYLVANIA,42,8970,WERNERSVILLE,011,BERKS
OHIO,39,8965,WILBERFORCE,057,GREENE
PENNSYLVANIA,42,8965,WENDEL,129,WESTMORELAND
PENNSYLVANIA,42,8963,WELLSVILLE,133,YORK
PENNSYLVANIA,42,8962,WELLS TANNERY,057,FULTON
ILLINOIS,17,8960,WAMAC,027,CLINTON
ILLINOIS,17,8960,WAMAC,121,MARION
ILLINOIS,17,8960,WAMAC,189,WASHINGTON
IOWA,19,8960,WEST BURLINGTON,057,DES MOINES
MAINE,23,8960,WESLEY,029,WASHINGTON
OHIO,39,8960,WICKLIFFE,085,LAKE
OHIO,39,8960,WICKLIFFE,099,MAHONING
PENNSYLVANIA,42,8960,WELLSBORO,117,TIOGA
OHIO,39,8955,WITHAMSVILLE,025,CLERMONT
ILLINOIS,17,8950,WALTONVILLE,081,JEFFERSON
IOWA,19,8950,WEST BRANCH,031,CEDAR
OHIO,39,8950,WHITEHOUSE,095,LUCAS
PENNSYLVANIA,42,8950,WEISSPORT,025,CARBON
ILLINOIS,17,8949,WALSHVILLE,135,MONTGOMERY
ILLINOIS,17,8946,WALSH,157,RANDOLPH
PENNSYLVANIA,42,8946,WEIKERT,119,UNION
PENNSYLVANIA,42,8944,WEEDVILLE,047,ELK
ILLINOIS,17,8943,WALNUT HILL,121,MARION
ILLINOIS,17,8942,WALNUT GROVE,109,MCDONOUGH
PENNSYLVANIA,42,8942,WEBSTER,129,WESTMORELAND
ILLINOIS,17,8941,WALNUT PRAIRIE,023,CLARK
ILLINOIS,17,8940,WALNUT,011,BUREAU
IOWA,19,8940,WEST BEND,109,KOSSUTH
IOWA,19,8940,WEST BEND,147,PALO ALTO
OHIO,39,8940,WHITEHALL,049,FRANKLIN
PENNSYLVANIA,42,8940,WEATHERLY,025,CARBON
ILLINOIS,17,8938,WAKEFIELD,159,RICHLAND
OHIO,39,8938,WHITE COTTAGE,119,MUSKINGUM
ILLINOIS,17,8935,VOLO,097,LAKE
ILLINOIS,17,8935,WAGGONER,135,MONTGOMERY
IOWA,19,8935,WEST,095,IOWA
ILLINOIS,17,8934,WADDAMS GROVE,177,STEPHENSON
OHIO,39,8934,WHIPPLE,167,WASHINGTON
ILLINOIS,17,8933,WADSWORTH,097,LAKE
ILLINOIS,17,8930,VIRGINIA,017,CASS
IOWA,19,8930,WESLEY,109,KOSSUTH
OHIO,39,8930,WHEELERSBURG,145,SCIOTO
PENNSYLVANIA,42,8930,WAYNESBURG,059,GREENE
ILLINOIS,17,8920,VIRDEN,117,MACOUPIN
IOWA,19,8920,WELTON,045,CLINTON
OHIO,39,8920,WHARTON,175,WYANDOT
